batch,condition_order,condition,source_condition,encoding,source_row,n,method,round,reps,wall,cpu,calls,transitions
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,5,512,STATIC_CRN,0,32,0.017185400240123272,0.015625,49152,1580201
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,6,4096,BINARY,0,4,0.14053070079535246,0.125,49152,1577551
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,7,4096,MERGE,0,4,0.059210400097072124,0.0625,49152,1577551
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,8,512,STATIC_CRN,1,32,0.018024500459432602,0.015625,49152,1577947
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,9,4096,STATIC_ANTI,1,32,0.06864199973642826,0.078125,393216,12621677
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,10,4096,MERGE,1,4,0.056093599647283554,0.046875,49152,1577575
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,11,512,BINARY,1,4,0.02392179984599352,0.03125,6144,197404
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,12,512,MERGE,1,4,0.016421299427747726,0.0,6144,197404
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,13,512,STATIC_ANTI,1,32,0.017463000491261482,0.015625,49152,1578536
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,14,4096,BINARY,1,4,0.13827129919081926,0.140625,49152,1577575
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,15,4096,STATIC_CRN,1,32,0.0675412006676197,0.046875,393216,12619633
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,16,4096,STATIC_ANTI,2,32,0.06749460007995367,0.0625,393216,12636839
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,17,4096,BINARY,2,4,0.14070750027894974,0.125,49152,1577550
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,18,4096,STATIC_CRN,2,32,0.06837059929966927,0.0625,393216,12627299
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,19,4096,MERGE,2,4,0.058016800321638584,0.046875,49152,1577550
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,20,512,STATIC_CRN,2,32,0.01746350061148405,0.015625,49152,1577707
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,21,512,BINARY,2,4,0.024865000508725643,0.03125,6144,197259
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,22,512,MERGE,2,4,0.016380200162529945,0.015625,6144,197259
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,23,512,STATIC_ANTI,2,32,0.0179754002019763,0.015625,49152,1584471
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,24,4096,MERGE,3,4,0.056534599512815475,0.046875,49152,1577737
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,25,512,MERGE,3,4,0.0165948998183012,0.015625,6144,197202
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,26,512,STATIC_CRN,3,32,0.018011500127613544,0.015625,49152,1578356
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,27,4096,STATIC_CRN,3,32,0.06865489948540926,0.0625,393216,12625077
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,28,512,BINARY,3,4,0.024178899824619293,0.03125,6144,197202
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,29,4096,BINARY,3,4,0.13591140042990446,0.078125,49152,1577737
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,30,4096,STATIC_ANTI,3,32,0.06661770027130842,0.0625,393216,12612039
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,31,512,STATIC_ANTI,3,32,0.017709500156342983,0.015625,49152,1579444
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,32,4096,STATIC_CRN,4,32,0.06590040028095245,0.046875,393216,12609863
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,33,4096,MERGE,4,4,0.05677019990980625,0.03125,49152,1577813
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,34,4096,BINARY,4,4,0.13519009947776794,0.125,49152,1577813
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,35,512,STATIC_CRN,4,32,0.017109899781644344,0.015625,49152,1576880
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,36,512,BINARY,4,4,0.023550800047814846,0.03125,6144,197228
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,37,4096,STATIC_ANTI,4,32,0.06697809975594282,0.0625,393216,12616968
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,38,512,MERGE,4,4,0.016209499910473824,0.015625,6144,197228
ordering_2026-09-12,5,case_03_distant,law2_distant,distant,39,512,STATIC_ANTI,4,32,0.01776839978992939,0.015625,49152,1579941
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,0,512,MERGE,0,4,0.015832599252462387,0.015625,6144,197351
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,1,4096,STATIC_CRN,0,32,0.06692830007523298,0.046875,393216,12629297
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,2,4096,MERGE,0,4,0.05540299974381924,0.0625,49152,1578851
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,3,4096,STATIC_ANTI,0,32,0.06696269940584898,0.0625,393216,12616348
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,4,512,STATIC_CRN,0,32,0.017222399823367596,0.015625,49152,1577792
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,5,512,STATIC_ANTI,0,32,0.017189799807965755,0.015625,49152,1574020
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,6,512,BINARY,0,4,0.0227959007024765,0.03125,6144,197351
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,7,4096,BINARY,0,4,0.13017389923334122,0.109375,49152,1578851
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,8,512,BINARY,1,4,0.023085099644958973,0.015625,6144,197373
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,9,512,STATIC_ANTI,1,32,0.01751689985394478,0.015625,49152,1581362
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,10,4096,STATIC_ANTI,1,32,0.067183299921453,0.0625,393216,12636994
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,11,4096,MERGE,1,4,0.057091000489890575,0.03125,49152,1578704
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,12,512,STATIC_CRN,1,32,0.018129900097846985,0.015625,49152,1577107
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,13,4096,BINARY,1,4,0.15198250021785498,0.125,49152,1578704
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,14,512,MERGE,1,4,0.01769769936800003,0.015625,6144,197373
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,15,4096,STATIC_CRN,1,32,0.07321579940617085,0.0625,393216,12623920
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,16,512,BINARY,2,4,0.025413100607693195,0.015625,6144,197314
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,17,4096,STATIC_CRN,2,32,0.07740280032157898,0.046875,393216,12630499
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,18,4096,MERGE,2,4,0.06354890018701553,0.015625,49152,1578555
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,19,4096,BINARY,2,4,0.17316340003162622,0.109375,49152,1578555
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,20,512,STATIC_ANTI,2,32,0.02096400037407875,0.015625,49152,1581046
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,21,4096,STATIC_ANTI,2,32,0.0772935003042221,0.0625,393216,12643322
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,22,512,STATIC_CRN,2,32,0.019449600018560886,0.015625,49152,1580157
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,23,512,MERGE,2,4,0.017812700010836124,0.015625,6144,197314
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,24,4096,MERGE,3,4,0.060948699712753296,0.0625,49152,1578648
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,25,512,STATIC_CRN,3,32,0.01915450021624565,0.0,49152,1576482
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,26,512,BINARY,3,4,0.02560919988900423,0.015625,6144,197434
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,27,4096,BINARY,3,4,0.14651780016720295,0.125,49152,1578648
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,28,4096,STATIC_CRN,3,32,0.0716439001262188,0.03125,393216,12633723
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,29,512,STATIC_ANTI,3,32,0.019170300103724003,0.03125,49152,1580080
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,30,4096,STATIC_ANTI,3,32,0.07074170000851154,0.0625,393216,12630874
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,31,512,MERGE,3,4,0.016443300060927868,0.015625,6144,197434
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,32,4096,STATIC_CRN,4,32,0.06943179946392775,0.0625,393216,12629048
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,33,512,STATIC_ANTI,4,32,0.019292100332677364,0.03125,49152,1581760
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,34,512,STATIC_CRN,4,32,0.01780540030449629,0.015625,49152,1579040
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,35,4096,STATIC_ANTI,4,32,0.06753160059452057,0.046875,393216,12619506
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,36,4096,MERGE,4,4,0.05542160011827946,0.046875,49152,1578706
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,37,512,BINARY,4,4,0.023272600024938583,0.015625,6144,197380
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,38,512,MERGE,4,4,0.015618800185620785,0.015625,6144,197380
ordering_2026-09-12,6,case_04_recent,law3_recent,recent,39,4096,BINARY,4,4,0.13634990062564611,0.125,49152,1578706
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,0,4096,MERGE,0,4,0.05616949964314699,0.046875,49152,1578748
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,1,4096,STATIC_ANTI,0,32,0.06691970024257898,0.0625,393216,12615680
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,2,512,MERGE,0,4,0.01628120057284832,0.015625,6144,197306
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,3,512,STATIC_CRN,0,32,0.01723179966211319,0.015625,49152,1578233
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,4,512,BINARY,0,4,0.023405699990689754,0.015625,6144,197306
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,5,4096,STATIC_CRN,0,32,0.06785739958286285,0.03125,393216,12626044
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,6,4096,BINARY,0,4,0.13873550016433,0.0625,49152,1578748
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,7,512,STATIC_ANTI,0,32,0.019140100106596947,0.0,49152,1585806
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,8,4096,MERGE,1,4,0.05737700033932924,0.046875,49152,1578829
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,9,512,BINARY,1,4,0.02444830071181059,0.03125,6144,197340
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,10,512,STATIC_ANTI,1,32,0.018078099936246872,0.015625,49152,1581572
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,11,4096,STATIC_ANTI,1,32,0.06937120016664267,0.0625,393216,12621070
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,12,4096,BINARY,1,4,0.1375605994835496,0.15625,49152,1578829
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,13,4096,STATIC_CRN,1,32,0.06728009972721338,0.0625,393216,12626533
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,14,512,STATIC_CRN,1,32,0.01738510001450777,0.015625,49152,1575228
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,15,512,MERGE,1,4,0.016231699846684933,0.015625,6144,197340
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,16,4096,BINARY,2,4,0.13483559992164373,0.140625,49152,1578850
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,17,4096,MERGE,2,4,0.05582629982382059,0.046875,49152,1578850
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,18,4096,STATIC_ANTI,2,32,0.07270069979131222,0.0625,393216,12635122
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,19,512,STATIC_ANTI,2,32,0.01827290002256632,0.015625,49152,1582070
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,20,4096,STATIC_CRN,2,32,0.0685170004144311,0.078125,393216,12631863
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,21,512,MERGE,2,4,0.01666340045630932,0.015625,6144,197314
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,22,512,BINARY,2,4,0.024217200465500355,0.03125,6144,197314
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,23,512,STATIC_CRN,2,32,0.01766750030219555,0.015625,49152,1579672
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,24,4096,STATIC_CRN,3,32,0.06784250028431416,0.078125,393216,12630776
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,25,512,STATIC_CRN,3,32,0.017587099224328995,0.015625,49152,1574976
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,26,4096,BINARY,3,4,0.13554679974913597,0.125,49152,1578656
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,27,4096,STATIC_ANTI,3,32,0.06722680013626814,0.0625,393216,12614734
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,28,512,MERGE,3,4,0.01596130058169365,0.015625,6144,197296
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,29,4096,MERGE,3,4,0.05537189915776253,0.0625,49152,1578656
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,30,512,BINARY,3,4,0.0239479998126626,0.015625,6144,197296
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,31,512,STATIC_ANTI,3,32,0.017796100117266178,0.015625,49152,1579652
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,32,512,MERGE,4,4,0.01650210004299879,0.015625,6144,197099
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,33,512,BINARY,4,4,0.023213199339807034,0.03125,6144,197099
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,34,512,STATIC_ANTI,4,32,0.017687099985778332,0.015625,49152,1577378
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,35,4096,STATIC_CRN,4,32,0.06564189959317446,0.0625,393216,12630903
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,36,512,STATIC_CRN,4,32,0.016875600442290306,0.0,49152,1580510
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,37,4096,MERGE,4,4,0.054363999515771866,0.046875,49152,1578637
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,38,4096,BINARY,4,4,0.1333085000514984,0.125,49152,1578637
ordering_2026-09-12,7,case_04_distant,law3_distant,distant,39,4096,STATIC_ANTI,4,32,0.06714260019361973,0.0625,393216,12629024
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,0,512,MERGE,0,4,0.018625600263476372,0.03125,6144,69125
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,1,4096,MERGE,0,4,0.04928570054471493,0.046875,49152,552348
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,2,4096,STATIC_ANTI,0,32,0.037115500308573246,0.015625,393216,4433414
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,3,512,STATIC_CRN,0,32,0.013162700459361076,0.03125,49152,547609
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,4,512,BINARY,0,4,0.03269420005381107,0.03125,6144,69125
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,5,4096,BINARY,0,4,0.1851027999073267,0.1875,49152,552348
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,6,512,STATIC_ANTI,0,32,0.01425320003181696,0.0,49152,556638
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,7,4096,STATIC_CRN,0,32,0.03780269995331764,0.046875,393216,4423353
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,8,4096,STATIC_ANTI,1,32,0.03758679982274771,0.03125,393216,4419837
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,9,4096,STATIC_CRN,1,32,0.03951259981840849,0.046875,393216,4422974
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,10,4096,MERGE,1,4,0.04901499953120947,0.046875,49152,552354
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,11,512,MERGE,1,4,0.01876699924468994,0.015625,6144,68977
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,12,512,STATIC_ANTI,1,32,0.014134200289845467,0.015625,49152,558569
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,13,4096,BINARY,1,4,0.19056850019842386,0.171875,49152,552354
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,14,512,STATIC_CRN,1,32,0.01340670045465231,0.015625,49152,552229
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,15,512,BINARY,1,4,0.03429450001567602,0.03125,6144,68977
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,16,4096,STATIC_CRN,2,32,0.03727199975401163,0.03125,393216,4422210
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,17,4096,BINARY,2,4,0.19100300036370754,0.15625,49152,552230
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,18,512,STATIC_ANTI,2,32,0.014455200172960758,0.015625,49152,557773
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,19,4096,MERGE,2,4,0.049564200453460217,0.03125,49152,552230
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,20,512,BINARY,2,4,0.03340789955109358,0.015625,6144,68898
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,21,512,MERGE,2,4,0.01882210001349449,0.03125,6144,68898
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,22,512,STATIC_CRN,2,32,0.013564900495111942,0.0,49152,551793
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,23,4096,STATIC_ANTI,2,32,0.03707979992032051,0.03125,393216,4401316
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,24,512,BINARY,3,4,0.03278409969061613,0.03125,6144,69111
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,25,4096,MERGE,3,4,0.04751749988645315,0.046875,49152,552328
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,26,4096,STATIC_CRN,3,32,0.037179299630224705,0.03125,393216,4424110
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,27,512,STATIC_ANTI,3,32,0.014491399750113487,0.015625,49152,550634
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,28,4096,STATIC_ANTI,3,32,0.036398000083863735,0.03125,393216,4415777
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,29,512,MERGE,3,4,0.019145900383591652,0.015625,6144,69111
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,30,4096,BINARY,3,4,0.18483630008995533,0.1875,49152,552328
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,31,512,STATIC_CRN,3,32,0.013624600134789944,0.0,49152,547841
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,32,512,MERGE,4,4,0.01872640009969473,0.015625,6144,69075
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,33,4096,BINARY,4,4,0.18650139961391687,0.15625,49152,552404
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,34,512,BINARY,4,4,0.03239220008254051,0.03125,6144,69075
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,35,512,STATIC_CRN,4,32,0.013169899582862854,0.015625,49152,552785
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,36,4096,MERGE,4,4,0.04638449940830469,0.0625,49152,552404
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,37,4096,STATIC_CRN,4,32,0.03653670009225607,0.03125,393216,4403411
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,38,4096,STATIC_ANTI,4,32,0.037402600049972534,0.03125,393216,4413053
ordering_2026-09-12,8,case_05_recent,law4_recent,recent,39,512,STATIC_ANTI,4,32,0.014191599562764168,0.015625,49152,562719
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,0,4096,MERGE,0,4,0.05408470053225756,0.046875,49152,552269
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,1,512,MERGE,0,4,0.022498300299048424,0.015625,6144,68907
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,2,512,STATIC_CRN,0,32,0.014675999991595745,0.015625,49152,550713
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,3,512,BINARY,0,4,0.0354009997099638,0.015625,6144,68907
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,4,512,STATIC_ANTI,0,32,0.0149940000846982,0.015625,49152,546585
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,5,4096,BINARY,0,4,0.2035543005913496,0.15625,49152,552269
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,6,4096,STATIC_CRN,0,32,0.03925719950348139,0.046875,393216,4417633
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,7,4096,STATIC_ANTI,0,32,0.039906200021505356,0.03125,393216,4412316
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,8,4096,MERGE,1,4,0.051189799793064594,0.046875,49152,552306
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,9,512,BINARY,1,4,0.03501269966363907,0.03125,6144,68896
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,10,4096,STATIC_CRN,1,32,0.03907890059053898,0.046875,393216,4408266
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,11,4096,STATIC_ANTI,1,32,0.03770540002733469,0.03125,393216,4424824
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,12,512,STATIC_ANTI,1,32,0.01413160003721714,0.015625,49152,555324
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,13,4096,BINARY,1,4,0.18852499965578318,0.171875,49152,552306
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,14,512,STATIC_CRN,1,32,0.013286099769175053,0.015625,49152,550955
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,15,512,MERGE,1,4,0.018255400471389294,0.015625,6144,68896
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,16,4096,MERGE,2,4,0.048060099594295025,0.046875,49152,552321
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,17,512,MERGE,2,4,0.0185912000015378,0.015625,6144,68884
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,18,512,STATIC_ANTI,2,32,0.013973799534142017,0.015625,49152,550122
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,19,512,BINARY,2,4,0.032701799646019936,0.03125,6144,68884
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,20,4096,STATIC_CRN,2,32,0.037115899845957756,0.03125,393216,4433424
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,21,4096,STATIC_ANTI,2,32,0.03855639975517988,0.03125,393216,4401195
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,22,512,STATIC_CRN,2,32,0.014836099930107594,0.015625,49152,551143
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,23,4096,BINARY,2,4,0.1875066002830863,0.171875,49152,552321
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,24,512,STATIC_CRN,3,32,0.013947700150310993,0.015625,49152,553656
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,25,4096,BINARY,3,4,0.19063729979097843,0.1875,49152,552251
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,26,512,MERGE,3,4,0.020597300492227077,0.015625,6144,68973
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,27,4096,MERGE,3,4,0.05222189985215664,0.046875,49152,552251
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,28,4096,STATIC_ANTI,3,32,0.0412194998934865,0.046875,393216,4407666
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,29,4096,STATIC_CRN,3,32,0.040971399284899235,0.03125,393216,4426171
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,30,512,BINARY,3,4,0.038071900606155396,0.03125,6144,68973
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,31,512,STATIC_ANTI,3,32,0.015740999951958656,0.015625,49152,547565
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,32,512,STATIC_ANTI,4,32,0.016204199753701687,0.015625,49152,554745
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,33,4096,MERGE,4,4,0.05583930015563965,0.0625,49152,552260
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,34,512,STATIC_CRN,4,32,0.01656709983944893,0.015625,49152,555920
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,35,4096,STATIC_ANTI,4,32,0.044434099458158016,0.03125,393216,4417996
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,36,512,BINARY,4,4,0.040514600463211536,0.046875,6144,69166
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,37,4096,BINARY,4,4,0.21545219980180264,0.1875,49152,552260
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,38,4096,STATIC_CRN,4,32,0.04287160001695156,0.03125,393216,4411156
ordering_2026-09-12,9,case_05_distant,law4_distant,distant,39,512,MERGE,4,4,0.021889000199735165,0.015625,6144,69166
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,0,512,BINARY,0,4,0.03853160049766302,0.03125,6144,69175
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,1,512,MERGE,0,4,0.018288600258529186,0.015625,6144,69175
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,2,4096,STATIC_ANTI,0,32,0.03720999974757433,0.046875,393216,4418554
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,3,512,STATIC_CRN,0,32,0.013858900405466557,0.015625,49152,548149
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,4,4096,MERGE,0,4,0.047985599376261234,0.046875,49152,552706
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,5,512,STATIC_ANTI,0,32,0.014249399304389954,0.0,49152,546150
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,6,4096,BINARY,0,4,0.19268389977514744,0.171875,49152,552706
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,7,4096,STATIC_CRN,0,32,0.038262899965047836,0.0,393216,4425100
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,8,512,STATIC_ANTI,1,32,0.014218000695109367,0.03125,49152,553950
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,9,4096,STATIC_ANTI,1,32,0.042554100044071674,0.015625,393216,4411058
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,10,4096,BINARY,1,4,0.2407149001955986,0.140625,49152,552598
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,11,4096,STATIC_CRN,1,32,0.04369460046291351,0.046875,393216,4420730
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,12,4096,MERGE,1,4,0.0539859002456069,0.03125,49152,552598
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,13,512,BINARY,1,4,0.03614800050854683,0.0,6144,68901
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,14,512,MERGE,1,4,0.020293000154197216,0.046875,6144,68901
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,15,512,STATIC_CRN,1,32,0.015045000240206718,0.015625,49152,551181
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,16,4096,STATIC_CRN,2,32,0.040991099551320076,0.03125,393216,4426314
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,17,4096,MERGE,2,4,0.05232609994709492,0.03125,49152,552538
ordering_2026-09-12,10,case_06_recent,law5_recent,recent,18,512,STATIC_ANTI,2,32,0.015484100207686424,0.015625,49152,549650
